Work_Number,Work_Artist,Work_Title,Work_Year,Work_Price,Work_Type,Work_Medium,I_Iinfo::D__Height,I_Iinfo::D__Width,I_Iinfo::D__Depth,I_Imgs::URL_public  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/6ad62b42-c1a0-4251-b4a8-8f741733fa2b/200831_KapoorGalleries_BhagvataPuranaBook_0108.jpg?Expires=1802811696&Signature=QWqU8TfJDENyyha6DIOJ3P-7GapEH74R7of4Z~rmyGbZNn~CV4U6AfpcSau44XEcEz10BorBXEoi9aELxkTow-zhhAppxTeWb~IWRvVQh1yVDPijUfNmtM98tmcICNm5CwHdAEkpe1tZBaeyWVLdTL4Kojb5RHJBhazj-6XqIfkmszwx15-SHVX9qZP5RWsuxEVgCbtT3pQ6hEkOhe1yDHtqic1iGzbPAXcYUARkbZTQh6Jy5y3ixye8nS7DlPx7Ye3B6oa6ibBBhFi5er9sMth6UI5fpIkPhMHktjcVKPb6r-2CLwTZ5doJU-mAe85f4aKN~3CQdoSXdQQSZbJ42A__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/c726f22a-196b-4633-a313-660374446042/200831_KapoorGalleries_BhagvataPuranaBook_0097.jpg?Expires=1802811696&Signature=PIpl~L7n5js8iGn5VsNWLe-lQcvpTiIIG9Qs6wB1gWi5fKNz1nI5j2gzVfPPGsqlIhvWVoBy4RpNjgVa~nvmqlUH8TkV2m2go4hYER3P8-x4TAF7~9xPRtH-E4-BGcPqpPee2WJZ~qzwLswEhFuZjHty4UlLiWNz0IPUaOf0WSXUWAz7K6pVpeKBMd0CeHr6QD0MVNYVxnjCeS2gYqCCnxFhR9xbJkIwT7QdWXKA5jrrW1~cqR3onTV9nHlBQYKWA8ckrnqLL1dtOwm06Lh0XmqujSIda9SAkrbePZFpzMISvH85p28719FCeIYgj9X3GhN~Ya~ShKZfM9iPUBttDQ__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/45041b88-1e3d-4660-b929-2f42672613fc/200831_KapoorGalleries_BhagvataPuranaBook_0083.jpg?Expires=1802811696&Signature=TjhaT3kl~YCZu1F3beas4SSRqBxGFgVbW-zMRHO6tKuyNv9wn9QYWQ1G5qerjraHKCYn1jhfpvRx1d4zQaCb0iAlP1iMgVjV-HsSyXUuhVYxuCNwYOQCPANspsT6BtI6rwpnxFsmv9a903-r7v3qJVVNuYMgNxIBV-ILo68xklFKzBVbFy8RTHTnNJNqzwHAEn2EhgtNuovRFsXMKrH9TYf4zXIRNGHeFFk~QhU4UZpN7AAn0wYPXjsKNlaUfXkk0sAiYroscPdvP0hSuKwaCJZsNG8HimTfLt2dOuc3JlEa5oqyGrpptEinFy~eKgzzOvZzucA5eVtX1E1Q0wULvg__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/95aa9e8b-d6c9-4ba7-944a-aef8a768bffc/200831_KapoorGalleries_BhagvataPuranaBook_0054.jpg?Expires=1802811696&Signature=PN6pW4x6VFhM3XpdlclcUf0Gn3yAuzoul0uTTIBWuc-AjQsag-e9FM0wU4EusgwSkVujacN7aSqZ5xtQgSqtilb8FEN8dxbbsgnMqfO17UVe1CyuXZ~uuoyvlHP8pXaTfMgwzvpXe1wBMjlFkVdSSFIrzf6uWMw52X9H~r7RaGvII6IvIK6rpqcvXdF2LFlvw-lgFmrdQNsbUY5U5RyCUeJKqRgjE4cXPjFpaytEMLLjp0PGsddfV36Ijse7MhmoHWPf9JY8yeAfYdJsd1m675J-CM~2NIhxbW6dJciimp0My~PGAJ78hFuIGaRY1ApyJR~iHxYQ0cxvzsjN~Ann9g__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/944df471-e52d-42a0-8c19-74c3a01d3571/200831_KapoorGalleries_BhagvataPuranaBook_0040.jpg?Expires=1802811697&Signature=pt5DtKJxIOqG5LgxKedAbNj6fIUN7UhiJBLP4Se6MfOCu6IaOsBEScmv4xLpJeA7zNyf6ys1theJogdgoHrle9PatvZroRUpQInCyjC7dFcBbplPYYVrtYRUDSGsl1URFouryoOAl-t6gow43Dw2GnxdUqKlEZnh8r-aL9D~qf3M4-VcHEca9n8MHk9GFaTjC7rbtDjbgwpztLpeNQm2Oqvi~LbOEW05EE2jlH~WqokSiGySytXUNNtnxTzWBG32hLDZpMJWahKC8WvO6G-pu9tsTTime~P6uXfvpUzayn4pSBTzwzT5PmgiUThxtPDzIwCKxv9SE1UP0fImfvoRgQ__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/11b0f6a8-0ced-4204-be44-fa73a159228a/200831_KapoorGalleries_BhagvataPuranaBook_0068.jpg?Expires=1802811697&Signature=SGOJj2SR7SBYXNLOPY952vzQRPzTveZIh~nVtXEyc5KFS5IypakRNQbnw-Mb0R5fbbVlDRAYX5LkDOwjkAstZS-ylY71XgAzUBCcs9kIh2BmGmCDntaygfSaRGPK5TCh~tv6kMJ6FLejy4lPz8VwbmRY9W5oywXrWPGX7R4VS2o7z9OW~O5Aqer0mwLK1pfDSJa73PegZTlhXkazarcfzqKkib4j9kVVjLe~nk7f4WIKx1YQZue5kBnjN0cB5cp6YCBLAcN4eqWycc2eCAulXsJb~bdbQWvBGn33HWRzObK~whUcJ5GGfiA0TpSN84S0pXEl9KdkTpFhYX9PsGDk6w__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/09bce684-5f25-46d4-be5a-626cf7e6f723/200831_KapoorGalleries_BhagvataPuranaBook_0044.jpg?Expires=1802811697&Signature=rE948hfWkeg-dAvFSLLshB-21Kp6e1-WSvl3AMvwOMACmsG3bmJ1FDpiMIzx4tBQfNPcjWNIlIlYbIoxly~Hk112otCGi1t~7lk4T9C~XupIO56WV7NGklZeNYa6Pua3MgfUFwD8icbf-OktewPLqMvebHdRs5fAhsmuyiIbV~euNGNfKoenfH5r9XzARrnE8~g9uUwS5Hd7eCu4RDWOdPyZVRjH2Jx6x5~9AqTiewVqrE0Ea3wGhPoJdVxOAGZdD~JQ3W4lTSbrdD9B8~AEUt6p5RSKhg7E6ljLou8w2gh8ZQmrZaUf1knBaQugTpvjAFUEDA0DvmvLRd1DsSlzdw__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/a21f7581-67e8-4366-8131-e0b7c3c4375f/200831_KapoorGalleries_BhagvataPuranaBook_0050.jpg?Expires=1802811697&Signature=GzoZiOG4x4FxrLg5tAw8VZs~GtKg1OMH73vSRuFSls8xwurfkRHtJ3byPXMUOk-paISB18oDfEkhL73vGR~yqEWcarvK-VLLSP3VjIOehqiR8Oupp0OqBqXvV-Wc9s5RFcAqSr26soEyCqTzf5TUJGYGJA-2vEujRkn7E3zVHMwH-mZ~4QZ7vZ48Yr2CDgf9TSGSa~weRI6lQMnMiG8Fnz7pmZG81mJOtcBCTqbBXSMiZnXFMoXIsi5RP8A9~XfJ4JpvCBqSwqsn1hZIkYL4UKhb5uz~iS1mMVqqoctgyCJBWfY3oAFvdMBbFaz-Ded0zGTELIBUDS~H2QXN7GcsgQ__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/f6216ff4-57b0-433d-bc68-d54b92f19b2d/200831_KapoorGalleries_BhagvataPuranaBook_0078.jpg?Expires=1802811697&Signature=FI03Iep6hoRLX~8NE7dJKfWkMYUVY14usRf6k7m7rRMu9c-NbGZhiJqbF23girk1641w0gBHKGo1Qrc3JHYn1KcxMBrYh15ruuNnXvcY-bl95PhiZ3GJ74Zs-4j3Qk8MPJY4Y2vzLSug5z8zLbWI7xR3Yh1HN0IEVUixYQUeqvLumE1-7SUaMMx32au9yPZyXy89txuRpfIU1N8ueISWaXXzEedpLvRiz3beENwB~yzZCKlKwJtJ1vhcvZybK37UC5aHvdjs0hyk8paLaphIAVx2bMQ4aoudwSq6xw83Jt23F5LbDxvvb6VDxg9wbBnua66M1fOXKprVs40-pustdg__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/b5325315-a2a9-40bd-9f6d-008d133322f9/200831_KapoorGalleries_BhagvataPuranaBook_0087.jpg?Expires=1802811697&Signature=SvqG-KBSk~1b2j1NY4bXdMtwBPgUxT94xIxCvx1j-LxmQxzMq47-zPpIeQSAUFQ4tuuqI4dTZ1OgiqLcQXBcIDIQ3l~KR2KmPonE4cViiaXtFmjuhyyCADfS~rYw6htVhjnc5kaerYrn8Bm2DsUEsmpO4xQANdaWq4ZKrgXuN581~9-sxhCLCmoIheArwfqmNfHwzYYNDQovFoCDWh11nDDRVXahuPNJ8K3tZI7G20RNwoM1UXA6H2sg8-UVBbzmKGs0g6qJezB47j67zm-QNl1Q2iuOiLE6M4tQfcl0261WnbajuAOWem8fEuiSE-rGRcmJZ0JNRkeaKYl3~6iuWQ__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/c121c387-1fde-4111-89e3-08fe103d1e79/200831_KapoorGalleries_BhagvataPuranaBook_0093.jpg?Expires=1802811697&Signature=E-WKQ4TcW6rxQDOq1JJLp6NvmcTfReJ5MccTFwyb1t6~YDF-7SjLF17tGzAszbCLXrkErkxiYLuLLeGNj0qPgrP0lgQDb7b2VonZjneuTm0GeWgDsJ4ScCknoZxjQvI0EeZRIXvHa7bIf5qZzMQ5ejDob8ZGaHMyXNr6rgI17hDl-ZtCBdoOveSAZ57GMj22dQgEp~8Ooug8YZm5aitaIN~BENMjF9zma2QYT7GDA-tyWn4LIi3jI3fzeI2Rz~DsbvIdeexp-qQfKq82cC8Adwa3yjQafGYSa9PyVdyxrnFwpaDguJ-3RLIkWIYjRLi1iy489XuDb0gpGGu~fI6TCw__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/ad5a760c-0fb6-4879-84e4-8ece90b44adb/200831_KapoorGalleries_BhagvataPuranaBook_0130.jpg?Expires=1802811697&Signature=cTL7M3QV6k0LhnkWU0h-qqalzBOgd~3AiROA4zC9y403JXZ~6yVX7VlGyIRG6SRpGvx6GilcoyCxGFvRbpyhzjp4cwDK70sTMZ2~2Z0aLMbWU53EH8I9YV3OjfIPZNJ9OLHjMffrGSXtVIApD~QTXOzL-szdsikUjC8Fmw9w23jeydgAuaGbcsR-WE2rYpJbRp1YaiGeU8VloTwAaGf2CyIzK9wbNFtKsb9OEeM6nPlV6jjwSeIVI-MjwjxgF4yXSTRrVbHkkLhf~0ax3epPskIFew8JOXajQJu9UYzXIWaRscRFVZPILKPDMUKmnELlLb9mr5UN-jedXmhRbPQNdQ__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/06e7d1f4-d1b4-4049-a3ac-7682197b62f5/200831_KapoorGalleries_BhagvataPuranaBook_0124.jpg?Expires=1802811698&Signature=mJ179ENOBGj0cCiXl6PesNfnypxRkp8y34addrEGP75IeRxMikEQcNv3MbL3Ad5YiKbQMYMGwJ4xUJbpzrDbLBYHAfABGvga9MkaN7aLpgcMzEC~MSILYfQMHplT82x4vaI3wMu11caj0JGMLh~Jd9bI7ZszFgIJEhQJ8yb~XB~-41ReaHvqpTJvyMHr4jq1xLNUD0IBe8sdIhnSu0zBaBu1OWFTBOJSRyQkMH3YPoiq1Xw8MP4gZNTkqk24SsnaV2qpkr44mat0E31kV42Q-sdfkp-Y4gVEXV~LGxW-rSBr6V3iQAk4c8Ub51i2RbhLjGJ~s9DDIkqeKJYYyAo4KA__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/af2da7e5-705a-416d-b4ce-635a46edf068/200831_KapoorGalleries_BhagvataPuranaBook_0118.jpg?Expires=1802811698&Signature=FuQO8Y2xLj2R7LshxWNf5dY3zujNRNYrpI4MfFxXOGyJvbdhlSQ5wXIes8e29Wnrhb0D40wVWuY3IHPCLE-YzugHyFKOqCZz6JmBaq~CzA~UA3UwtdRonqZHXCD1IFzcu7FICZ3i6ym2PoHfU93sZTXW-H2UnxqHDR5QP~4eatO2Sj2ZcEio3pkPVzvzTS-R90MdIuU-~71IsB2pSijV~ujwXy-WCVNMNJS6TxdFZHR2GNWfKtS7kh49RNk7~b4APwIkzC6-cMii-3w6X8BakpOi1pT80CEB6bLV5GwU9nNkTa6DVK0S7P3PKChrxz0D590Fx6jGyZKrMvx9ejLO9w__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/99149be2-6dec-4efd-98fc-6a744d2b8555/200831_KapoorGalleries_BhagvataPuranaBook_0119.jpg?Expires=1802811698&Signature=k9MDCStGWqYsQIJVOXOqeUvYO7YWf2CyX1sHrVjIuM44xE9gu2n39-2Lv5KbeV9ECC4Qd1Iu1IwAWkIYR9wDdYOEi3VjytqkXbe1qa0HYN6naZy2mwVd7DRyyXTGR6tE82q72Ex59yeQUXgmsP1rFRX5JTiXISK7oHAqAFRqcjh0YiSMDNlPvmpTT2jEs5Q9T~AzwKZHFPSlqTBBFKNQO971Rc0SjY2CUakCYhXqSLzkneSkqPcVldu8AJIHnTlXOg6ZcjhNlvGMTr70j4XDNkg84fpVj-HWekKHEpoDrwxv~kotS87fc0OytZdhoi7aD~kDLV2ssQigqaQrltUMHA__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/8449d6ee-ebce-42b1-8534-a8ef3a11ed3b/200831_KapoorGalleries_BhagvataPuranaBook_0125.jpg?Expires=1802811698&Signature=t5EBnoRUg5AdZMj34p5Jw44jHe74F8a6mcmg~pWkRRv-FC2H9-p2VdqBVz~EnJT5hhJ3tyPOkD2SLotPhUnquFnXArVVF2ADttMp7Hes9LK0mRWm9cfz1G4EVgZje8LNm09y8FOYCr-jQxQJZkVSFK~NNyzIiZhyuVrUfBTQJUtEJaMViJt2GLdv2~U-Q8fgkaon0WNjeWcE8iJCCD~5C60KXBaYEUjYkqBIAlUGIogR2G5TFmf-cs7sf4QzYtj9FqsC99F0bVF6ung5mKCxK2SDGEWKjJKi42eUNKd0pStZVmVxkpeSEf-IWi5gG6dShAoF2ZoxXRYF9sUqiT08UA__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/6e064f10-969b-4a4b-bad0-1c582dc14203/200831_KapoorGalleries_BhagvataPuranaBook_0131.jpg?Expires=1802811698&Signature=TqU3Z3Gvq6XEz2VV2-gVWFtw~koraNmFDnD~vxesd7sve6roHlM8zatUrAMsUUck4P4zkowPHsEmN5p3qmYbe6u8nKooZDVeLU0abOjDS8LdoMXFN5zJPwZF7CV~uvlukTU40bLfY7gRpSpr~Te5RruOKPbE~FChpqC1V5Sf3hVqLYr0gBHkGMrWbIRegbkOYjgHWxQa~b~YACyMoamLta96vGgB4GDTjMnK1iI9XRF5lXoO-~drLBnAjIXrFH2quWgsowDqm1Xiln5WYbdPtaig6K48J~PZLqxOtpNH1xyEj4d4Yu3KC6LZVxsPTC3qECPelbQA4KJugiaiEb2zyQ__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/542b588f-3381-4169-ac65-2a3fe313231c/200831_KapoorGalleries_BhagvataPuranaBook_0092.jpg?Expires=1802811698&Signature=Z1IcZUUL~H69Bnh5XLzYnwDBbP8613W6JAXa6QQuKDNGw1phi9Xheaa5UjqILZjpzzCeHLySqNf~7DTiq-g0u~PtpfBynmAgCIBmY1-iwKGSPkeeprirVJdj6eHHv1EXzJCgiKOXvMASaxHGsJLUXBleH-QxVJ8NjRRi5fIvl3nm4EU5rsdBBIDNerzccaleYS1A8lpCO2o3r9RGsu0AodIMioD-Z843BlEo1zfz5AiSRSbSpp~cFkpj5ffSfIfGtfpcFA8mo6AQXyCOK1bDqEPtyaowhlaYzcEm54yZ1CIm0Cy1K0jfOqhKIJPrDNsM-b3k~WxmwbwO8q0ixW5hbA__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/448954c3-ab53-40f5-b676-31f27dda4411/200831_KapoorGalleries_BhagvataPuranaBook_0086.jpg?Expires=1802811699&Signature=wWyzmhfgY88vh01du1Lm5fCRKWb1iSES8gpWfXfjWThf0~iTg7Q9Cd8yBM0WGE5-oqibdWraF6icKBpuIyMuwwR0u6Ba9Poe1PQf7Qzdm3ZK5EAEJDzWWbzJ1FdpMqHIXpVOaB1iW9-nIUThuFw3doLOFnv6~DiPS6b2vgSTjmWdtqJKI6dYv0Fvn4vxLeVfSJ8Lo7pPPLJXn0gCxFrEyTluWOtminjzACV5BxpayqsUdQbKOETj2o~Mw1XxKzjEtkvCo2jj07wxoOUA-W~swtldjHPdxWNEXiVJnzMpiwxK0CQJAls0yRGZI1i01EmU5N9sn~MX2p0z-QB3n2ZNXA__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/e1c91b10-ceb7-4aba-ba65-ba12533cde3c/200831_KapoorGalleries_BhagvataPuranaBook_0079.jpg?Expires=1802811699&Signature=bxKS~Rki59XG7L7TLyrgqOATMqJjQK6TqQipa5qS7CXw-ZJA59p7SexyttyThFZ01AaN2t7NCNfuy7S5ku7QioFFMQ4xZX3CB8xvNTDxaZq2b0tkWnS6CmfrFQjDh48uBue-pe6XnAw~yAPc-WoYEI6WzHjJ9IiOp-MGy9gE-J37PzN0Gi6-frNxFhxXtp8FDJA72YoeaZnDtgMGSMbSUevdLBuYoZqm1yrqEfcGqyaSK1w8ltjnpGumNAXTu12s4r3jXSxqkLW0MQEJk5Ho39czZ9axD1cT7iAZDfA2ltMg59ACyXgVUUvVEk10A9hZRC4fFaDSfBD-F01hT1Oalg__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/5ba62019-7181-4494-93e4-f8a0468bdb46/200831_KapoorGalleries_BhagvataPuranaBook_0051.jpg?Expires=1802811699&Signature=LG2OIYBGYgFnZFiDUgq8BZ2aooscoiIgz-HvuI8C~-3Q6rvHTPdXQJiyCRlgrk-xdPKy8TwzQvGv0DbLSDArDRBcxYKA9LXIpmr-mSb84ydqa-7A2ZRmSrHnaX9kQ~GGyiztPbCrXj8GYiN-~497AK8LLj7YaJSvWtBbXNH2nrxr0BSNbcxVVOtyxjzJf7-pSm7SSmYWIU6yaAn2BdpuZ5xNaDOcG2D41wLHukSpdsbXCUkIA9QCmfeGcvT9faXrrxbp0qfT1viKb8l5d3ahPayYxoYIIW1T9yT0ottpOMmqm3BupIXhTjvQxaHr7nzmf9JMJiInZsA4M2OmSefACA__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/4ba3c123-3fd2-460b-983f-f7172d1eca32/200831_KapoorGalleries_BhagvataPuranaBook_0045.jpg?Expires=1802811699&Signature=kAEaPB4ZPGV9F904zvdKbM9lA51FTyw1af4xEAaKTO-CHkrf8dWbAqdT4Ds7rLH9ASo4wEbCem1g3Nk4F9t~xvbVZfBWMxhf-qY9H3Xf4NFFHH1fwQYTjS28qOYL~DKcqDQvox4qWQwiE6gSa2I4NpOkcn89sLZO2bjz5fhhQqBW2PAoPgVWkTQYkiw8pE1dqulAddm87UN8KrzYNvhnP5~l8veWTDago0YR0mXrkVU-aS4I-O8YTvj41k9zjcAZACy4ZR1s~SQNfw-BXgOK1KcT4V6Spr6gBzCVqLbScs~yJHuv6HTuK-ggLRNs-tinq9BHlNSrBAKh9HobepPaaA__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/3c0cc811-80f3-47b5-9766-d1602e1890c2/200831_KapoorGalleries_BhagvataPuranaBook_0053.jpg?Expires=1802811699&Signature=ho3IfmgXWoFvntLiO3bYW6378sXGxhYti12uKhBv3dlAtM4Sl2i-zQvWmmpkSZsm96gV~-r~OeMlCv8~~Cw0F8GdU9vFPb1Zzm1llKDjKEr8Qu9LAnEgTfLFFjNYs7-KqfhKljm8FxRn4Xb-0mIUZojsCJzgvb3vjsNom4NKu6HPAnpltL3aF-jh9ejh-VlhPo8-9puJo7p4QTomWWIRwegJbD6zd3r9gY9sKuDuCMUkxQLiKGLhbRIqQtVby-7ZlPqXoUhvU2-wHpdBdppweWqY2Z4robC3KhfMBl6YsBNKgyuQqPT-bCe3D3hzptAQfZdmWCo7NRn~-C80udCt0w__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/9d543d0f-8737-4613-91dd-f464d8db5c70/200831_KapoorGalleries_BhagvataPuranaBook_0047.jpg?Expires=1802811699&Signature=nJPwxttb2pH3st836ZaKMuFx4h69XEXKU6PA7zHj~3dBTWo-44RIc7Prix-BG9WTGkN5oRaytXF2q-2JIt0Uxu62CuncLKzDWZjlMhp8X8k0IPDXBjI8bGPa2awS3snox-S7EYKd6SMjoaZDgsoXNffbPmNTGcmIFUVksAvhwdU36nBAZIUYP9WqbxR0uQN2UPrgnJFxK2qr8dfINV8UZgeT8EUacq3CCt8rF6qzKpbSEbHl7f-DDvvkt539ApEZ7uLTJGaKEg915wzDEd9dBUfgb1TzZV0~GdMvXACXv1~uxKje8QBJgSo6W7fZ-HzjtqSbrzeh6069LavBLf28eQ__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/2a44a5f6-98b1-4047-b55d-6ee63cfe51ae/200831_KapoorGalleries_BhagvataPuranaBook_0090.jpg?Expires=1802811699&Signature=TsDIBP8-wpuiVCvtIsl1~Iulbp8IyBrf~~JizvUjI0yFrp~vVHBHQlsbjMMT1jkyemEGfMEvJRx7eGumF0pR~rlWwLerqM4LPU2oR6feCM3aVrLIwVCB4HfuCKC1kcbrX4jv3cxCRjNhy7LE8MlSQnhkUxKqNE9HaJ-hoGHnOB-qHasHl1NypaF~39wpDXa3uENXmkD2BWsWKZNEmRrxr8tsx3nWX-UqErXv92jQiPjOIFRpQl1cHXyGmiYEIvfMemcYOW5UkFSWGnT8d5NMU6lZTH1YOdw~LeBEouVkEpndxKxGlky5FrT8ndXnyjalwc2ptxLLXpyOq-8TblmmUA__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/c892e2ec-ec75-4ff8-9c80-a1586102a192/200831_KapoorGalleries_BhagvataPuranaBook_0084.jpg?Expires=1802811700&Signature=N70IFtOPx6kfDidcBSjMOcDjy8KJXMHOc~RpoWwPIVD-smURYL79D-cvs~DlaJEVHTTPVloUsrA7nNSv-gGYITYmSyseIKn0o9zndm0OpN~2prSKfLdk0y6rCgu1VEBFqdByw4TmsdlfK~Msh5Gpe8ZwJGBC4U7aNHeSUAWaC-oJSc7Lh2RfNm8hHIIzAe~~RrGW9kYchA2MDuIeICCOcP00rodh-~00mz-uavvkp2zmiS~F9~UTcwM5-Dc5Ec53pUD4XuUGsOWM8~DoS3UEYT8p2hXFoNfdMm5TOywFA~4mFY8greuVMx6LFYMYHuxcuuR2tkeFH-JX2PdMjPapgw__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/b9e4eea9-71eb-4674-b1f4-699aac927c7f/200831_KapoorGalleries_BhagvataPuranaBook_0127.jpg?Expires=1802811700&Signature=Pcdm07CSQR3ydC7yuoefXMGbtsaAcygWpYMhgeZXj0zdcJu~a5J5QbBgQkznjGRbVdDJQRzt-RskaXphU8t26wPXzvyWM6ixLuNiBYtAO5CEPVLlFYvse-2KvU8r97i46-faB2PFMIxlAz4J40R9kCcHMZq4OjZ8vJ4a0XO7kdwAf4EuGZ6GpBkHrIV7zAlVEsVolZik0phoj9jYfhUFg1324VEcJBfM4-Fv2mEKwqhVn-HFGs-kAaYCSdFEaZHZKRnuU8P0qn~SCDH6UiFR61PSXW9N~D4MmWE4rX4u9dsbT8SXqNYxEC7cPEkBIVAdMKQCoG351tMzymKAL7s4MQ__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/eb03edc1-2729-4d32-bea7-e9b3746b31a0/200831_KapoorGalleries_BhagvataPuranaBook_0133.jpg?Expires=1802811700&Signature=BD0RFJlZC2Dxz2n3P63fx8SQGdTA6nGWT1fNP1uAcE8b1V6Psikj4ufJc9qKglAL-yw4-bCorrxxFoWEKBj9G6UzeCA8r8wq85KDwBsyIOBdNDZaRc2mk1mi8ALmAB3NiqIFg97SOQnbFZlsXk51r8DMquEPVfVQiKjKKjM128quNRYNPS1xGhwl8cyywVRovryK5xEJpTQVFrH5VTtUANW7LXJQgGqtCfFtDzxaWYo4ngKFqxtXQgUUpcfQM8WEMTs2-8jafEpiwljUwKmUE7ITjdmzuRZg3duer-XAJxAmCPHIpWwLTgwfL~DPbIxYWPMLnwPPlz3UgWRPF5tbtA__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/c0de0997-9276-46e3-ae2f-48a145119413/200831_KapoorGalleries_BhagvataPuranaBook_0132.jpg?Expires=1802811700&Signature=agzaBygVghsGTqno~DXUexHml3vrCrHvjcqTgVyqDXdt4NBf2O21zXoThd0r3tgfpZrj6M4ESonbi9uBhnQG3pwFen2FD7w2QsBQ9LXOlG1CQ96dTXSJZi~Ykxpf4a2HF4gnZqnVrk5qIqyBKZ0vOAQ85-PjyQY9iGzR2wGZTAYzbDNByrR-n8chijNCu8gHChARS4HSMdPiaZhvS~5~Q~26okw0iM-rb0K1V6o2sAfjrlYQxTJq7a2W49JdzGdyRagY~sUXmElFo2wVUWU--yHdGQIhGpF6xgtW-KPRa4eopjT7VZpRPdAy8~7OCzgGOBWr97DBZ8BNygQr1OXlGw__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/a02a40a0-7f72-4aed-9dc1-869c0236a430/200831_KapoorGalleries_BhagvataPuranaBook_0126.jpg?Expires=1802811700&Signature=EiE31jPNlPJLaig5EMIceNt~Js4y71YZT1zXWjCAmVYA6ZRuMsp6~dzqgOSlShX-xXUYnRkUKukjGmVVfC2BX43LpLW~6zp64sA49C1snEjUD-BnToGutcMOoMENcYMQDuo8BTHjM1V~Kc-SbQcuAT3hz~ZD4rsziBxwIwY9zHjZ70wac4FtOWz7rUYAqDXqFHLShVWKGaKedV89BOKVRvxV89ldUyostUFE4egAd7XvM7NxG0nfJHhNEiqXo4IXSRTk7bFMYgivJgyslNNiz~HvB5nopVkOoazLk5zod-9bD2i~AGsWQ43LArEm7jLgZ0Fjaxg7mEEDn0BmizPrew__&Key-Pair-Id=K2SVGVHI7PEVAH  
